id,best_version,times_written,variation_count,rating,sounds_like,maturity_rating,length_tag,subject_tags,style_tags,set_usage,all_variations
J0644,Does anyone else think that anytime there's a security camera that means there is a control room somewhere with a security guard snoring in front of 50 screens.,1,1,65,Steven Wright,PG-ish,medium,misc/observational,personal,,Does anyone else think that anytime there's a security camera that means there is a control room somewhere with a security guard snoring in front of 50 screens.
J0645,Doing comedy is my way of trying to monetize my adhd.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,personal,,Doing comedy is my way of trying to monetize my adhd.
J0646,Don't date murder groupies Murder groupies Watch true crime Serial killers Reading legal porn in trilogy form.,1,1,65,Anthony Jeselnik,R / club material,short,dating/sex | true crime/dark,dark | personal,,Don't date murder groupies Murder groupies Watch true crime Serial killers Reading legal porn in trilogy form.
J0647,Don't date single moms I want a woman who wants to have my kid not to get health insurance for hers.,1,1,65,Nikki Glaser,PG-ish,short,dating/sex | family | body/medical,personal,,Don't date single moms I want a woman who wants to have my kid not to get health insurance for hers.
J0648,Don't go through my photos unless you wanna see your sister naked.,1,1,65,Nikki Glaser,PG-ish,short,misc/observational,personal,,Don't go through my photos unless you wanna see your sister naked.
J0649,Don't know who Christopher Reeve is these Superman jokes are gonna go right over your head.,1,1,65,Mitch Hedberg,PG-ish,short,pop culture,observational,Garage sale vintage/ Third Coast,Don't know who Christopher Reeve is these Superman jokes are gonna go right over your head.
J0650,Don't take medication. Take pics. Or Call me.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Don't take medication. Take pics. Or Call me.
J0651,Don't touch baby birds or their mom won't take care of them anymore. It happened to me.,1,1,65,Maria Bamford,PG-ish,short,family | technology,observational,,Don't touch baby birds or their mom won't take care of them anymore. It happened to me.
J0652,Don't understand foot fetishes. Eyeball fetish would be the most convenient fetish.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Don't understand foot fetishes. Eyeball fetish would be the most convenient fetish.
J0653,Don't want a girlfriend I want a wife.,1,1,65,Nikki Glaser,PG-ish,short,dating/sex | family,relationship | personal,,Don't want a girlfriend I want a wife.
J0654,Donosexual I don't know what I wanna have sex with til I see it.,1,1,65,Nikki Glaser,R / club material,short,dating/sex,relationship | personal,,Donosexual I don't know what I wanna have sex with til I see it.
J0655,Don’t get on tick tok much my number is 6157616342.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,personal,,Don’t get on tick tok much my number is 6157616342.
J0656,Dopamine vs serotonin Happy mood vs win feeling Cocaine is pure dopamine One bump We're champions! Dump a Gatorade jug on your drug dealer!,1,1,65,Mitch Hedberg,R / club material,medium,drugs/sobriety | technology,observational,,Dopamine vs serotonin Happy mood vs win feeling Cocaine is pure dopamine One bump We're champions! Dump a Gatorade jug on your drug dealer!
J0657,Douchebag roasts You look like you screenshot snapchats.,1,1,65,Nikki Glaser,PG-ish,short,misc/observational,observational,,Douchebag roasts You look like you screenshot snapchats.
J0658,Drunk dad Was fun dad Tell me crazy shit You know your mother wasn't the first woman I married.,1,1,65,Norm Macdonald,PG-13,short,family | drugs/sobriety,personal,,Drunk dad Was fun dad Tell me crazy shit You know your mother wasn't the first woman I married.
J0659,Dystopian app where you pay people to confess to crimes you plan to commit.,1,1,65,Anthony Jeselnik,PG-ish,short,true crime/dark | technology,dark,,Dystopian app where you pay people to confess to crimes you plan to commit.
J0660,ENUF Essential nutrient ultra foods Enuf Entire company culture is that everyone gets enough before anyone gets seconds vibrating dish brush like toothbrushes.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,ENUF Essential nutrient ultra foods Enuf Entire company culture is that everyone gets enough before anyone gets seconds vibrating dish brush like toothbrushes.
J0661,Eastern western religion Western bottom up Eastern top down Voodoo be like I'ya be lovin de Devil.,1,1,65,Sarah Silverman,PG-ish,short,misc/observational,observational,,Eastern western religion Western bottom up Eastern top down Voodoo be like I'ya be lovin de Devil.
J0662,Eat water Drink warm water then pick up ice cubes from a bowl with your hand and chew it then swallow them both together.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Eat water Drink warm water then pick up ice cubes from a bowl with your hand and chew it then swallow them both together.
J0663,Eating McDonald's French fries since I was five.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,personal,Cup of Kava set,Eating McDonald's French fries since I was five.
J0664,Eddie went to the barber and said make me look like a dry ramen noodle brick. That's not dandruff it's MSG.,1,1,65,Bill Burr,PG-ish,short,technology,personal,,Eddie went to the barber and said make me look like a dry ramen noodle brick. That's not dandruff it's MSG.
J0665,Emo band name puns Taking baths Sunday (emo with bad hygiene) All out boy (emo nudist) Panic at the Bris tho (recently circumcised emo) Death Cab for Booty (emo pirate).,1,1,65,Anthony Jeselnik,R / club material,medium,true crime/dark | pop culture,dark | personal,,Emo band name puns Taking baths Sunday (emo with bad hygiene) All out boy (emo nudist) Panic at the Bris tho (recently circumcised emo) Death Cab for Booty (emo pirate).
J0666,Emotional cheating is so much worse than actually cheating. You broke two people's hearts and didn't even put out.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Emotional cheating is so much worse than actually cheating. You broke two people's hearts and didn't even put out.
J0667,Emotional dyslexia I laugh when I'm angry I cry when I'm horny Happiness disgusts me.,1,1,65,Mitch Hedberg,PG-ish,short,dating/sex | technology,personal,,Emotional dyslexia I laugh when I'm angry I cry when I'm horny Happiness disgusts me.
J0668,Euthanasia face Angel of death Kinda sweetness you'd want from a suicide specialist Kinda smile that puts you at peace when you leave this plane of existence.,1,1,65,Anthony Jeselnik,R / club material,medium,dating/sex | true crime/dark,dark,,Euthanasia face Angel of death Kinda sweetness you'd want from a suicide specialist Kinda smile that puts you at peace when you leave this plane of existence.
J0669,Every baby that would have been aborted is now another soldier fighting for our side in the revolution.,1,1,65,Norm Macdonald,PG-ish,short,misc/observational,observational,,Every baby that would have been aborted is now another soldier fighting for our side in the revolution.
J0670,Every handicap stall should be gender neutral. So regardless of sexual orientation or gender identity we can all do drugs with our friends.,1,1,65,Nikki Glaser,R / club material,short,dating/sex | drugs/sobriety,relationship,,Every handicap stall should be gender neutral. So regardless of sexual orientation or gender identity we can all do drugs with our friends.
J0671,Everyday is a music festival in Nashville when you're homeless.,1,1,65,Mitch Hedberg,PG-ish,short,pop culture,observational,,Everyday is a music festival in Nashville when you're homeless.
J0672,Everyone goes through the gallery and comments on.,1,1,65,Bill Burr,PG-ish,short,misc/observational,observational,,Everyone goes through the gallery and comments on.
J0673,Ex wife was a teacher I was IT Makes sense. Teachers love kids and the IT department is always on the lookout for people who love kids.,1,1,65,Bill Burr,PG-ish,medium,dating/sex | family,relationship | personal,,Ex wife was a teacher I was IT Makes sense. Teachers love kids and the IT department is always on the lookout for people who love kids.
J0674,Fat couple Y'all look like you met on the McDonald's app.,1,1,65,Mitch Hedberg,PG-ish,short,body/medical | technology,observational,,Fat couple Y'all look like you met on the McDonald's app.
J0675,Feel like a turd waiting to be scooped out of the gene pool.,1,1,65,Mitch Hedberg,PG-ish,short,technology,observational,,Feel like a turd waiting to be scooped out of the gene pool.
J0676,Fetlife Found him asleep reading the Bible and his phone lit up Thing about kinks is if someone's into your's you'll lower your standards.,1,1,65,Mitch Hedberg,PG-ish,medium,religion/spiritual | technology,observational,,Fetlife Found him asleep reading the Bible and his phone lit up Thing about kinks is if someone's into your's you'll lower your standards.
J0677,Five o'clock somewhere. Not how timezones work. If it's 738 in Nashville it's five o'clock nowhere.,1,1,65,Steven Wright,PG-ish,short,work/money,observational,,Five o'clock somewhere. Not how timezones work. If it's 738 in Nashville it's five o'clock nowhere.
J0678,Frosted tips make me look like Look like if Eminem sang pop punk.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,personal,,Frosted tips make me look like Look like if Eminem sang pop punk.
J0679,Frozen sperm I Like the idea of there being a spawn of me after I die that I don't have to take care of or love.,1,1,65,Mitch Hedberg,PG-ish,medium,dating/sex,personal,,Frozen sperm I Like the idea of there being a spawn of me after I die that I don't have to take care of or love.
J0680,Funny on the spot topics Best/Worst Date Most embarrassing moment First job: movie gallery. 18 Manager Near death experience.,1,1,65,Anthony Jeselnik,PG-13,short,dating/sex | family | drugs/sobriety | true crime/dark | pop culture | work/money,dark,,Funny on the spot topics Best/Worst Date Most embarrassing moment First job: movie gallery. 18 Manager Near death experience.
J0681,Genie tails sounds like genitals And genie tails are technically a genie's genitals.,1,1,65,Mitch Hedberg,PG-ish,short,technology,observational,,Genie tails sounds like genitals And genie tails are technically a genie's genitals.
J0682,Get to know each other I'll ask you a question then tell you something about myself.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,Lakeside 9/20/2022,Get to know each other I'll ask you a question then tell you something about myself.
J0683,Getting black out drunk is like turning on vanish mode for real life.,1,1,65,Dave Attell,PG-13,short,drugs/sobriety,observational,,Getting black out drunk is like turning on vanish mode for real life.
J0684,Girl if you were ten years older I'd be paying you child support.,1,1,65,Norm Macdonald,PG-ish,short,misc/observational,observational,,Girl if you were ten years older I'd be paying you child support.
J0685,Give and take Taking too long to explain something with no payoff Silence.,1,1,65,Norm Macdonald,PG-ish,short,dating/sex | technology,observational,,Give and take Taking too long to explain something with no payoff Silence.
J0686,Give it up for Pressure for letting us do this.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Give it up for Pressure for letting us do this.
J0687,Giving 10 year olds steroids so their boobs don't grow.,1,1,65,Norm Macdonald,PG-ish,short,misc/observational,observational,,Giving 10 year olds steroids so their boobs don't grow.
J0688,Goal in life to make as much money as possible.,1,1,65,Mitch Hedberg,PG-ish,short,work/money,observational,,Goal in life to make as much money as possible.
J0689,Going to bars and pretending to pick up a drink for door dash.,1,1,65,Mitch Hedberg,PG-ish,short,misc/observational,observational,,Going to bars and pretending to pick up a drink for door dash.
